page,path,readiness,route_registered,uses_trpc,uses_fetch,has_mutation,has_query,has_interaction,has_placeholder,has_no_check,has_hardcoded_money
MatchingAlgorithm,client/src/pages/MatchingAlgorithm.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Matchmaking,client/src/pages/Matchmaking.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MealPlans,client/src/pages/MealPlans.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MediaCarousel,client/src/pages/MediaCarousel.tsx,interactive-review,True,False,False,False,False,True,False,False,False
MediaGallery,client/src/pages/MediaGallery.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MedicationReminder,client/src/pages/MedicationReminder.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MegaMarketplace,client/src/pages/MegaMarketplace.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MembershipTiers,client/src/pages/MembershipTiers.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MemoryConstellation,client/src/pages/MemoryConstellation.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
MemoryGraphVisualizer,client/src/pages/MemoryGraphVisualizer.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
MemorySystem,client/src/pages/MemorySystem.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Mentions,client/src/pages/Mentions.tsx,static-review,True,False,False,False,False,False,False,False,False
MessageEncryption,client/src/pages/MessageEncryption.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MessageSearch,client/src/pages/MessageSearch.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Messages,client/src/pages/Messages.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MetaversePortal,client/src/pages/MetaversePortal.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MilestoneTracking,client/src/pages/MilestoneTracking.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MinerDashboard,client/src/pages/MinerDashboard.tsx,static-review,True,False,False,False,False,False,False,False,False
MiningCalculator,client/src/pages/MiningCalculator.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MiningDashboard,client/src/pages/MiningDashboard.tsx,integration-backed-review,True,False,True,False,False,True,False,False,False
MiningPoolSelector,client/src/pages/MiningPoolSelector.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MissionControl,client/src/pages/MissionControl.tsx,static-review,True,False,False,False,False,False,False,False,False
Mobile,client/src/pages/Mobile.tsx,static-review,True,False,False,False,False,False,False,False,True
MobileApp,client/src/pages/MobileApp.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileGaming,client/src/pages/MobileGaming.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileHome,client/src/pages/MobileHome.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileMenu,client/src/pages/MobileMenu.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileMessages,client/src/pages/MobileMessages.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileNotifications,client/src/pages/MobileNotifications.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileProfile,client/src/pages/MobileProfile.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileSearch,client/src/pages/MobileSearch.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileSettings,client/src/pages/MobileSettings.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileShop,client/src/pages/MobileShop.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileStreaming,client/src/pages/MobileStreaming.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileTrading,client/src/pages/MobileTrading.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MobileWallet,client/src/pages/MobileWallet.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ModerationDashboard,client/src/pages/ModerationDashboard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Monetization,client/src/pages/Monetization.tsx,static-review,True,False,False,False,False,False,False,False,False
MoodTracker,client/src/pages/MoodTracker.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MortgageCalculator,client/src/pages/MortgageCalculator.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MovieCatalog,client/src/pages/MovieCatalog.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MovieDetail,client/src/pages/MovieDetail.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MultiModelSelector,client/src/pages/MultiModelSelector.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MultiSelectForm,client/src/pages/MultiSelectForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
MultiplayerLobby,client/src/pages/MultiplayerLobby.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MultivariateTesting,client/src/pages/MultivariateTesting.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MusicGeneration,client/src/pages/MusicGeneration.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MutualConnections,client/src/pages/MutualConnections.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MutualFriends,client/src/pages/MutualFriends.tsx,static-review,True,False,False,False,False,False,False,False,False
MyLearning,client/src/pages/MyLearning.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MyTrips,client/src/pages/MyTrips.tsx,interactive-review,True,False,False,False,False,True,True,False,False
NFTGallery,client/src/pages/NFTGallery.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
NFTMinting,client/src/pages/NFTMinting.tsx,interactive-review,True,False,False,False,False,True,True,False,False
NFTWallet,client/src/pages/NFTWallet.tsx,interactive-review,True,False,False,False,False,True,False,False,False
NLPTools,client/src/pages/NLPTools.tsx,interactive-review,True,False,False,False,False,True,True,False,False
NSFWFeed,client/src/pages/NSFWFeed.tsx,interactive-review,True,False,False,False,False,True,True,False,True
NSFWPlatform,client/src/pages/NSFWPlatform.tsx,interactive-review,True,False,False,False,False,True,False,False,True
NarrativeEngine,client/src/pages/NarrativeEngine.tsx,interactive-review,True,False,False,False,False,True,False,False,True
NetWorthTracker,client/src/pages/NetWorthTracker.tsx,interactive-review,True,False,False,False,False,True,True,False,False
NetworkGraph,client/src/pages/NetworkGraph.tsx,interactive-review,True,False,False,False,False,True,True,False,False
NetworkHealth,client/src/pages/NetworkHealth.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
NetworkStatistics,client/src/pages/NetworkStatistics.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
NotFound,client/src/pages/NotFound.tsx,interactive-review,True,False,False,False,False,True,False,False,False
NotesApp,client/src/pages/NotesApp.tsx,interactive-review,True,False,False,False,False,True,True,False,False
NotificationCenter,client/src/pages/NotificationCenter.tsx,static-review,True,False,False,False,False,False,False,False,False
NotificationHistory,client/src/pages/NotificationHistory.tsx,interactive-review,True,False,False,False,False,True,False,False,False
NotificationIntelligence,client/src/pages/NotificationIntelligence.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
NotificationPreferences,client/src/pages/NotificationPreferences.tsx,interactive-review,True,False,False,False,False,True,True,False,False
NotificationSettings,client/src/pages/NotificationSettings.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Notifications,client/src/pages/Notifications.tsx,static-review,True,False,False,False,False,False,False,False,False
NotificationsCenter,client/src/pages/NotificationsCenter.tsx,interactive-review,True,False,False,False,False,True,False,False,False
NotificationsHub,client/src/pages/NotificationsHub.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
NumberInputForm,client/src/pages/NumberInputForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
NutritionTracker,client/src/pages/NutritionTracker.tsx,interactive-review,True,False,False,False,False,True,True,False,False
OAuthProviders,client/src/pages/OAuthProviders.tsx,interactive-review,True,False,False,False,False,True,True,False,False
OfferManagement,client/src/pages/OfferManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Onboarding,client/src/pages/Onboarding.tsx,interactive-review,True,False,False,False,False,True,False,False,False
OnboardingTutorial,client/src/pages/OnboardingTutorial.tsx,interactive-review,True,False,False,False,False,True,False,False,False
OptionsTrading,client/src/pages/OptionsTrading.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
OracleNetwork,client/src/pages/OracleNetwork.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
OrderBook,client/src/pages/OrderBook.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
OrderConfirmation,client/src/pages/OrderConfirmation.tsx,interactive-review,True,False,False,False,False,True,False,False,False
OrderHistory,client/src/pages/OrderHistory.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
OrderPlacement,client/src/pages/OrderPlacement.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
OrderTracking,client/src/pages/OrderTracking.tsx,interactive-review,True,False,False,False,False,True,True,False,False
OrderTypes,client/src/pages/OrderTypes.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
OrganizationSettings,client/src/pages/OrganizationSettings.tsx,interactive-review,True,False,False,False,False,True,True,False,False
P2EShop,client/src/pages/P2EShop.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Pagination,client/src/pages/Pagination.tsx,interactive-review,True,False,False,False,False,True,False,False,False
PasswordInputForm,client/src/pages/PasswordInputForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
PasswordReset,client/src/pages/PasswordReset.tsx,interactive-review,True,False,False,False,False,True,False,False,False
PayPalIntegration,client/src/pages/PayPalIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PaymentConfirmation,client/src/pages/PaymentConfirmation.tsx,interactive-review,True,False,False,False,False,True,False,False,False
PaymentInfra,client/src/pages/PaymentInfra.tsx,interactive-review,True,False,False,False,False,True,False,False,True
PaymentMethods,client/src/pages/PaymentMethods.tsx,interactive-review,True,False,False,False,False,True,False,False,False
PaymentSetup,client/src/pages/PaymentSetup.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Payments,client/src/pages/Payments.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PayoutDashboard,client/src/pages/PayoutDashboard.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PayoutManagement,client/src/pages/PayoutManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PerformanceMetrics,client/src/pages/PerformanceMetrics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PerformanceTuning,client/src/pages/PerformanceTuning.tsx,static-review,True,False,False,False,False,False,False,False,False
PermissionManagement,client/src/pages/PermissionManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
PerpetualFutures,client/src/pages/PerpetualFutures.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PersonaBuilder,client/src/pages/PersonaBuilder.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Phase1Dashboard,client/src/pages/Phase1Dashboard.tsx,static-review,True,False,False,False,False,False,False,False,False
Phase2to4Dashboard,client/src/pages/Phase2to4Dashboard.tsx,static-review,True,False,False,False,False,False,False,False,True
PhoneVerification,client/src/pages/PhoneVerification.tsx,interactive-review,True,False,False,False,False,True,False,False,False
PlatformMap,client/src/pages/PlatformMap.tsx,interactive-review,True,False,False,False,False,True,True,False,True
PlatformStatus,client/src/pages/PlatformStatus.tsx,static-review,True,False,False,False,False,False,False,False,False
PlaylistManagement,client/src/pages/PlaylistManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
PlaylistManager,client/src/pages/PlaylistManager.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PodcastStudio,client/src/pages/PodcastStudio.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PolicyManagement,client/src/pages/PolicyManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PoolPerformance,client/src/pages/PoolPerformance.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Portfolio,client/src/pages/Portfolio.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PortfolioComparison,client/src/pages/PortfolioComparison.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PortfolioOptimization,client/src/pages/PortfolioOptimization.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PortfolioOverview,client/src/pages/PortfolioOverview.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PortfolioRebalance,client/src/pages/PortfolioRebalance.tsx,static-review,True,False,False,False,False,False,False,False,False
PortfolioTracker,client/src/pages/PortfolioTracker.tsx,static-review,True,False,False,False,False,False,False,False,False
PortfolioTracking,client/src/pages/PortfolioTracking.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PositionManagement,client/src/pages/PositionManagement.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PowerUserTools,client/src/pages/PowerUserTools.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
PracticeSessions,client/src/pages/PracticeSessions.tsx,integration-backed-review,True,True,False,True,True,True,True,False,False
PredictiveAnalytics,client/src/pages/PredictiveAnalytics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PredictiveModels,client/src/pages/PredictiveModels.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PredictiveSystems,client/src/pages/PredictiveSystems.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
PreferencesSetup,client/src/pages/PreferencesSetup.tsx,interactive-review,True,False,False,False,False,True,False,False,False
PremiumFeatures,client/src/pages/PremiumFeatures.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PresentationWithChat,client/src/pages/PresentationWithChat.tsx,interactive-review,True,False,False,False,False,True,True,False,True
PriceAlerts,client/src/pages/PriceAlerts.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
Pricing,client/src/pages/Pricing.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PricingEngine,client/src/pages/PricingEngine.tsx,interactive-review,True,False,False,False,False,True,False,False,True
PricingManagement,client/src/pages/PricingManagement.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PricingRules,client/src/pages/PricingRules.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PriorityMatrix,client/src/pages/PriorityMatrix.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PrivacyMixer,client/src/pages/PrivacyMixer.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PrivacyPolicy,client/src/pages/PrivacyPolicy.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PrivacySettings,client/src/pages/PrivacySettings.tsx,static-review,True,False,False,False,False,False,False,False,False
PrivacyVault,client/src/pages/PrivacyVault.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProductApproval,client/src/pages/ProductApproval.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProductBrain,client/src/pages/ProductBrain.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ProductCatalog,client/src/pages/ProductCatalog.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProductComparison,client/src/pages/ProductComparison.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProductDetail,client/src/pages/ProductDetail.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProductListing,client/src/pages/ProductListing.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProductListings,client/src/pages/ProductListings.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ProductReviews,client/src/pages/ProductReviews.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProductionArchitecture,client/src/pages/ProductionArchitecture.tsx,static-review,True,False,False,False,False,False,False,False,False
Profile,client/src/pages/Profile.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ProfileCompletion,client/src/pages/ProfileCompletion.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ProfileCreation,client/src/pages/ProfileCreation.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ProfileCustomization,client/src/pages/ProfileCustomization.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ProfileDashboard,client/src/pages/ProfileDashboard.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ProfileEdit,client/src/pages/ProfileEdit.tsx,integration-backed-review,True,True,False,True,False,True,True,False,False
ProfilePicture,client/src/pages/ProfilePicture.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ProfilePreview,client/src/pages/ProfilePreview.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ProfileView,client/src/pages/ProfileView.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ProfileWallet,client/src/pages/ProfileWallet.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
Profitability,client/src/pages/Profitability.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ProgressBar,client/src/pages/ProgressBar.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ProgressTracking,client/src/pages/ProgressTracking.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
ProjectBoard,client/src/pages/ProjectBoard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProjectListing,client/src/pages/ProjectListing.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
PromotionEngine,client/src/pages/PromotionEngine.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PromptBuilder,client/src/pages/PromptBuilder.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ProofVault,client/src/pages/ProofVault.tsx,integration-backed-review,True,True,False,False,True,False,False,False,False
PropertyComparison,client/src/pages/PropertyComparison.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PropertyDetail,client/src/pages/PropertyDetail.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PropertyListing,client/src/pages/PropertyListing.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PropertyTransfer,client/src/pages/PropertyTransfer.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ProtocolLayer,client/src/pages/ProtocolLayer.tsx,interactive-review,True,False,False,False,False,True,False,False,True
PublishingQueue,client/src/pages/PublishingQueue.tsx,static-review,True,False,False,False,False,False,False,False,False
PublishingSchedule,client/src/pages/PublishingSchedule.tsx,interactive-review,True,False,False,False,False,True,True,False,False
PushNotifications,client/src/pages/PushNotifications.tsx,interactive-review,True,False,False,False,False,True,True,False,False
QRCodeGenerator,client/src/pages/QRCodeGenerator.tsx,interactive-review,True,False,False,False,False,True,False,False,False
QuantumComputing,client/src/pages/QuantumComputing.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
QuantumSafe,client/src/pages/QuantumSafe.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
QuickActions,client/src/pages/QuickActions.tsx,interactive-review,True,False,False,False,False,True,False,False,False
QuickStats,client/src/pages/QuickStats.tsx,interactive-review,True,False,False,False,False,True,False,False,False
QuizBuilder,client/src/pages/QuizBuilder.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RFMAnalysis,client/src/pages/RFMAnalysis.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RFQSystem,client/src/pages/RFQSystem.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RadioButtonForm,client/src/pages/RadioButtonForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
RateLimitConfig,client/src/pages/RateLimitConfig.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RateLimitDashboard,client/src/pages/RateLimitDashboard.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
RateLimitError,client/src/pages/RateLimitError.tsx,interactive-review,True,False,False,False,False,True,False,False,False
RateLimiting,client/src/pages/RateLimiting.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RatingSystem,client/src/pages/RatingSystem.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ReadReceipts,client/src/pages/ReadReceipts.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RealTimeGameEngine,client/src/pages/RealTimeGameEngine.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RealTimeMonitoring,client/src/pages/RealTimeMonitoring.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RealTimeStreaming,client/src/pages/RealTimeStreaming.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RebalancingTools,client/src/pages/RebalancingTools.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ReceiptDownload,client/src/pages/ReceiptDownload.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ReceiveCrypto,client/src/pages/ReceiveCrypto.tsx,interactive-review,True,False,False,False,False,True,False,False,False
RecentActivity,client/src/pages/RecentActivity.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Recommendations,client/src/pages/Recommendations.tsx,static-review,True,False,False,False,False,False,False,False,False
RecommendationsFeed,client/src/pages/RecommendationsFeed.tsx,interactive-review,True,False,False,False,False,True,False,False,False
RecommendedMatches,client/src/pages/RecommendedMatches.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Reels,client/src/pages/Reels.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
RefactoringTools,client/src/pages/RefactoringTools.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Referrals,client/src/pages/Referrals.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RefundRequests,client/src/pages/RefundRequests.tsx,interactive-review,True,False,False,False,False,True,False,False,False
RegionalSettings,client/src/pages/RegionalSettings.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Reminders,client/src/pages/Reminders.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ReportDialog,client/src/pages/ReportDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ReportUser,client/src/pages/ReportUser.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ReportsDashboard,client/src/pages/ReportsDashboard.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Reputation,client/src/pages/Reputation.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ReputationSystem,client/src/pages/ReputationSystem.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ResourceAllocation,client/src/pages/ResourceAllocation.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ResourceLibrary,client/src/pages/ResourceLibrary.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ResponseTime,client/src/pages/ResponseTime.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Retention,client/src/pages/Retention.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
RetentionAnalytics,client/src/pages/RetentionAnalytics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RetentionEngine,client/src/pages/RetentionEngine.tsx,interactive-review,True,False,False,False,False,True,False,False,True
RetirementPlanner,client/src/pages/RetirementPlanner.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ReturnManagement,client/src/pages/ReturnManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ReturnsRefunds,client/src/pages/ReturnsRefunds.tsx,interactive-review,True,False,False,False,False,True,False,False,False
RevenueTracking,client/src/pages/RevenueTracking.tsx,static-review,True,False,False,False,False,False,False,False,False
ReviewModeration,client/src/pages/ReviewModeration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Reviews,client/src/pages/Reviews.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ReviewsRatings,client/src/pages/ReviewsRatings.tsx,interactive-review,True,False,False,False,False,True,False,False,False
RewardSystem,client/src/pages/RewardSystem.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RewardsMonitoring,client/src/pages/RewardsMonitoring.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RewardsTracking,client/src/pages/RewardsTracking.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RiskAnalysis,client/src/pages/RiskAnalysis.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RiskManagement,client/src/pages/RiskManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
Roadmap,client/src/pages/Roadmap.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RoadmapView,client/src/pages/RoadmapView.tsx,interactive-review,True,False,False,False,False,True,True,False,False
RoleBasedAccess,client/src/pages/RoleBasedAccess.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
RoleManagement,client/src/pages/RoleManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
SDKDownload,client/src/pages/SDKDownload.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SDKManagement,client/src/pages/SDKManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SEOOptimizer,client/src/pages/SEOOptimizer.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SKY444CentralBank,client/src/pages/SKY444CentralBank.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
SMSCampaigns,client/src/pages/SMSCampaigns.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SMSIntegration,client/src/pages/SMSIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SMSTemplates,client/src/pages/SMSTemplates.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SMTPSettings,client/src/pages/SMTPSettings.tsx,static-review,True,False,False,False,False,False,False,False,False
SOC2,client/src/pages/SOC2.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SSLCertificates,client/src/pages/SSLCertificates.tsx,static-review,True,False,False,False,False,False,False,False,False
SSO,client/src/pages/SSO.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SalesAnalytics,client/src/pages/SalesAnalytics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SalesforceIntegration,client/src/pages/SalesforceIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SatisfactionSurvey,client/src/pages/SatisfactionSurvey.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SavedProperties,client/src/pages/SavedProperties.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SavedSearches,client/src/pages/SavedSearches.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SavingsGoals,client/src/pages/SavingsGoals.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ScheduledJobs,client/src/pages/ScheduledJobs.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ScheduledReports,client/src/pages/ScheduledReports.tsx,interactive-review,True,False,False,False,False,True,True,False,False
School,client/src/pages/School.tsx,interactive-review,True,False,False,False,False,True,True,False,True
SchoolCertificate,client/src/pages/SchoolCertificate.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SchoolCourse,client/src/pages/SchoolCourse.tsx,interactive-review,True,False,False,False,False,True,False,False,True
SchoolDashboard,client/src/pages/SchoolDashboard.tsx,static-review,True,False,False,False,False,False,False,False,False
SchoolLesson,client/src/pages/SchoolLesson.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SchoolQuiz,client/src/pages/SchoolQuiz.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Search,client/src/pages/Search.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SearchAnalytics,client/src/pages/SearchAnalytics.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SearchHistory,client/src/pages/SearchHistory.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SearchResults,client/src/pages/SearchResults.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SearchSuggestions,client/src/pages/SearchSuggestions.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SeasonalEvents,client/src/pages/SeasonalEvents.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Security,client/src/pages/Security.tsx,static-review,True,False,False,False,False,False,False,False,True
SecurityAudit,client/src/pages/SecurityAudit.tsx,static-review,True,False,False,False,False,False,False,False,False
SecurityCompliance,client/src/pages/SecurityCompliance.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SecurityDashboard,client/src/pages/SecurityDashboard.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
SecuritySettings,client/src/pages/SecuritySettings.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SegmentationAnalysis,client/src/pages/SegmentationAnalysis.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SelectDropdownForm,client/src/pages/SelectDropdownForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SelfHealingInfra,client/src/pages/SelfHealingInfra.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
